is_relevant,news
TRUE,"Garo Hills Policewith the help of Goalpara Police in Assam on January 8 successfully rescued a child who was abducted by a gang from Mendipather area of North Garo Hills on January 6, reports The Shillong Times. North Garo Hills Police with support from Assam Police raided a hideout of the abductors gang and rescued 11 year old Mustaqfizul Rahman. The kingpin of the abduction Biswajit Adhikary was also arrested in the raid and operations on both sides of the inter state border are continuing to nab the rest of the gang who fled after seeing the Police arrive at their hideout."
TRUE,"Suspected cadres of the Communist Party of India Maoist (CPI Maoist) set ablaze a Bharatiya Janata Party (BJP) s election campaign vehicle seeking votes for party candidate at Patgachha village under Gumla Police Station area in Gumla District in the evening of November 18, reports The Times of India. Party s campaign materials being carried in the vehicle were also burnt by the Maoists who warned people campaigning for the BJP of dire consequences if they do it again. The Maoists have announced a complete poll boycott in the District where polling will take place on November 25. The Maoists stopped the vehicle (Bolero) and asked announcers sitting inside it to get down. They asked them why they were campaigning despite poll boycott and burnt the vehicle in front of them and also threatened them with life, Gumla Superintendent of Police (SP) Bheemsen Tuti said. The Maoists, however, did not hurt anyone. The persons seeking votes ran for safety and later reported the matter to police. An investigation has been launched into the incident, SP Tuti said."
TRUE,"Unidentified militants shot dead an activist of Awami National Party (ANP) identified as Khair Uddin Mehsud (30) near his residence in Hassan Noman Colony within the jurisdiction of Sohrab Goth Police Station in Karachi on February 24, reported Daily Times. His killing sparked violence as people gathered on main Super Highway to stage protest against the incident. They burnt tyres on the road and blocked it for the vehicular traffic and also set two vehicles on fire. Police detained about half a dozen suspects over disturbing law and order situation."
TRUE,"Three civilians, including a woman and a child, sustained injuries in a bomb explosion at Baghdoba in Goreswar in Baksa District on August 5, reports The Sentinel. The blast occurred when a bomb planted in a tree near the busy road exploded. No group has yet claimed responsibility for the attack."
TRUE,"One Saifullah Malikdinkhel was shot dead when unidentified assailants opened fire on him at Nullah Yousaf Talab in Khyber Agency of Federally Administered Tribal Areas (FATA) on July 31, reports The News. He suffered severe injuries and was shifted to a local hospital where he succumbed to his injuries."
TRUE,The Communist Party of India Maoist CPI Maoist cadres killed one Rakesh Mahto 40 on the suspicion of being a Police informer at Khakhanda village under Mahuatand Police Station in Bokaro District on August 25 reports The Pioneer According to Gomia Circle Police Inspector Rajesh Kujur prior to his murder the Maoists had accused him of working as a Police spy as stated on their poster The posters read Police dalal Rakesh Mahto ko mrityudand diya gaya Police agent Rakesh Mahto is awarded death sentence and Police dalal ko chun chun kar maut ka saja denge police spies will be hounded and killed Officer in Charge OIC P C Devgan said preliminary evidence suggested murder by CPI Maoist rebels adds The Telegraph
TRUE,After 12 hours of intensive firing and the use of tear gas and smoke bombs one Islamic State IS suspect was killed by the Anti Terrorist Squad ATS in Thakurganj area in outskirts of Lucknow in Uttar Pradesh and the operation ended at around 3 am on March 8 reports india com At least six persons were reportedly arrested in an antiterror sweep and combing operation was underway to flush out one suspect holed up in a house hours after a low intensity blast in BhopalUjjain passenger train The body the suspect holed up in the house was identified as Mohammed Saifurullah alias Ali a resident of Kanpur Daljit Chaudhary Uttar Pradesh Director General of Police DGP Law and Order said Police had drilled through a portion of the roof of the house after which the accused was killed Initially the cops believed that there were two terrorists holed up in the house but it was later found that there was only one person NDTV adds that eight pistols 650 rounds of ammunition 50 fired rounds explosives gold cash passports SIM cards and a train time table were found along with the body
TRUE,"Arshad Khan who was injured in a blast targeting a local jirga (council) on December 31 in Khugakhel area of Landi Kotal in Khyber Agency, succumbed to his injuries in a Peshawar hospital, reports Daily Times. The blast had left four schoolchildren dead and at least 16 persons, including Mr Arshad, injured."
TRUE,"A Central Reserve Police Force (CRPF) jawan (trooper), identified as Janaradan Sonawane was injured in an Improvised Explosive Device (IED) blast near Sameli village in Maoist hit Dantewada District of Chhattisgarh on January 23, reports The Hindu."
TRUE,"Pakistan Sunni Tehreek (PST) cadre, identified as Maulana Shaukat Nawaz, was shot dead in Makhan Colony of Haripur District on October 23, reports Daily Times."
TRUE,"A leader of the Jatia Sramik League (JSL), a national trade union federation, who was injured in a Jamaat e Islami (JeI) and its student wing Islami Chhatra Shibir (ICS) attack, during the JeI enforced 48 hour hartal (general strike), in the Debhata sub District of Satkhira District, succumbed to his injuries on August 16, reports The Daily Star. The deceased was identified as Sheikh Alamgir Hossain (48). He was vice president of the Debhata unit of JSL."
TRUE,"An Indian female aid worker, identified as Judith D Souza who was abducted by suspected militants in Kabul on June 9 remained untraceable even as Afghan authorities continued efforts to secure her safe release, reports The Times of India on June 12. Judith D Souza, working for Aga Khan Foundation as senior technical adviser, was abducted along with two other people outside her office in Taimani area of Kabul on June 9 evening. The Ministry of External Affairs (MEA) is in touch with the Afghan authorities to ensure release of 40 year old Judith, a resident of Kolkata (West Bengal). So far, no group has claimed responsibility for her abduction."
TRUE,"A Police Constable, Adityasharan Pratap Singh, who had suffered injuries during an encounter with the Communist Party of IndiaMaoist (CPIMaoist) cadres in Dantewada District of south Chhattisgarh on August 17 succumbed to his injuries at a hospital in Raipur on August 18, reports The Hindu."
TRUE,"Unidentified assailants shot dead a Counter Terrorism Department (CTD) official, identified as Deputy Superintendent of Police Noor Muhammad Khan, on the Diyal Road in Dera Ismail Khan town of same District on June 30, reports The News. Sources said unidentified persons opened fire on Noor Muhammad Khan as soon as he stepped out of a mosque in Khairabad Colony near his residence after the Maghrib prayers."
TRUE,Communist Party of India Maoist CPI Maoist cadres killed a road construction contractor and set ablaze six vehicles on the under construction Misma Chichordguda road under Dornapal Police Station limits in Sukma Districtof Chhattisgarh on November 15 reports The Pioneer Sukma Superintendent of Police SP Abhishek Meena Said the road is being constructed under the Pradhan Mantri Gram Sadak Yojna PMGSY for which contract was given to Sahu Mahamaya Buildcon Company owned by contractor Hari Shankar Sahu He further said Around a dozen armed Maoists stormed the construction site located about 500 km from the state capital Raipur and started thrashing labourers asking them to stop the work They attacked Sahu with sharp weapons and fled leaving him dead on the spot he added Before fleeing the Maoists set ablaze Sahu s SUV and other five vehicles and machines engaged in road construction work Three labourers were also injured after being beaten up by the Maoists Sahu was advised by police not to carry out construction work for some time due to security reasons but he ignored the directive and started work on Wednesday November 14 SP Meena said
TRUE,Two militants were killed in two separate encounters between militants and Security Forces SFs in Kupwara and Shopian Districts on May 17 reports Daily Excelsior A senior Police officer said that one militant was killed in an encounter between SFs and militants in Zunrishi Chowkibal forest area in Kupwara District The officer said that a Lashkar e Toiba LeT militant was killed during an encounter started after SFs launched a cordon and search operation in the Zunrishi forest area following specific information about of 5 6 militants of LeT hiding in Zunrishi forest area At around 6 am today the exchange of fire began Search operation is ongoing to trace the other militants believed to be hiding in the forest area  he said They said that one militant was killed whose identity is yet to be established while other members fled under the cover of darkness More troops have been rushed to the area and massive forest area has been cordoned off to track the members of the group In the meantime one militant of Hizb ul Mujahideen HM was also killed in a brief gun battle that raged between militants and SFs in Pehlipora village in Shopian District A Police officer said that the encounter started last evening when SFs laid a cordon around the area and militants fired at them In the exchange of fire one militant identified as Farooq Ahmad Sheikh a resident of Nazneenpora was killed he added One AK 56 Rifle ammunition and other war like stores were recovered from the terrorist Sources said that the two members of the group managed to flee as the gun battle started
TRUE,An activist of the Muttahida Qaumi Movement MQM was shot dead in a target killing incident while he was sitting at a tea hotel in Sector 8 B of North Karachi Town in Karachi the provincial capital of Sindh on April 11 reports The News
TRUE,"A Khasadar Force personnel killed while two others injured in a bomb blast near the vehicle of Khasadar Force in Zakhakhel area of Bara tehsil (revenue unit) in Khyber Agency of Federally Administered Tribal Areas (FATA) on January 16, reports Daily Times."
TRUE,"A group of Communist Party of India Maoist (CPI Maoist) cadres reportedly set ablaze a licensed country liquor manufacturing unit in Dengsu Tipidi village under Barabandha panchayat (village level local self government institution) of Madanpur Rampur Police limits in Kalahandi District on October 16, reports New Indian Express. According to information, around 32 Maoists came and put the liquor making unit and two motorbikes on fire using kerosene. They too beat up owner and employees of the unit and threatened him to stop the unit for ever. The village, mostly inhabited by tribals, also has a strong Maoist presence. There is hardly any development in the area; the village does not even have a proper road. Speaking of the incident, Kalahandi Superintendent of Police (SP) Brijesh Rai said a team of Police personnel has been sent to the spot to ascertain the exact volume of loss of property and to investigate into the matter."
TRUE,"Unidentified militants blew up a portion of the railway track, a two foot portion of the track, in an Improvised Explosive Device (IED) attack in Kolpur area of Bakhtiarabad in Bolan District on June 5, reports Dawn."
TRUE,A civilian identified as Bashir Ahmad Dar was killed and another injured when unidentified gunmen opened fire in a place named Qasbayar of Pulwama District on April 15 reports The Hindu
TRUE,two drivers of dumper trucks identified as Md Sabir 26 and Md Indra Ahmad 45 and a helper identified as Md Akbar 21 who were abducted by suspected cadres of Reformation faction of National Socialist Council of Nagaland NSCN R from Pallel Forest Gate on May 5 2016 were rescued by a combined team of Thoubal commandos and Chandel District Police from Tuisimi village in Chandel District on May 6 reports The Sangai Express It is suspected that they were abducted in connection with a monetary demand
TRUE,Separately a Sub Inspector SI identified as Fazal Subhan was shot dead when unidentified militants attacked a Police van within the jurisdiction of Kalu Khan Police Station in Swabi District on September 9 reports The Express Tribune
TRUE,"An explosion on a public bus on May 26 in Kurukshetra of Haryana, injuring 12 people was a terror attack, sources in the Union Ministry of Home Affairs (UMHA) said, reports NDTV. Around 40 people were on the bus when the low intensity bomb exploded. We are still verifying the nature of the bomb, said senior Police officer Simardeep Singh. Experts from the National Investigating Agency (NIA), have visited the location where the bomb exploded. Sources said it is too early to shortlist terror groups who could be responsible for the attack. A 12 volt battery was recovered from the bag in which the bomb was hidden along with some clothes."
TRUE,"Unidentified militant shot dead six people after barging into a house in Bonistan area of Panjgur District on February 10, reports Dawn. The victims were identified as Muhammad Ismail, Noor Shoaib, Muhammad Nazar, Momin Ghulam Jan and Islamil."
TRUE,"Further, the Maoists killed a Sarpanch (head of village level local self government institution) in Kanker District, reports The Hindu on August 1. The incident took place in Karekarma village under Partapur Police limits. The Sarpanch was murdered in a peoples court ."
TRUE,"Three Government officials and a contractor were kidnapped from Dasht area of Kech (Turbat) District on May 15, reports Dawn. According to sources, Fida Ahmed, a SubDivisional Offi­cer in the Road and Building Department, and Mohammad Ibrahim and Rahim Jan, subengineers of the Irrigation Department, accompanied by contractor Mehboob Dashti, were returning to Turbat after inspecting development projects in a nearby area. When they reached Dasht, unidentified militants intercepted them and took them away."
TRUE,"Militants on April 29 attacked former Hizb ul Mujahideen (HM) spokesman , Junaid ul Islam, injuring him and three others at Sangrahama in Baramulla District while he was travelling in a bus, reports Daily Excelsior. Police sources said that gunmen opened fire on a Matador (JK05 9135) on way from Pattan to Baramulla at Sangarhama. Four persons were injured in the attack , sources said, the injured have been immediately shifted to nearby hospital for treatment. The other three injured have been identified as Mohammad Rafiq, Tanveer Ahmad Sheikh and non local Mohammad Sadam of Bihar. Army and Special Operation Group (SOG) of Police cordoned off the whole area and conducted searches of the area to arrest the militants responsible for the attack."
TRUE,Eight civilians were injured in a Vehicle Borne Improvised Explosion Device VBIED attack that targeted a joint base of Police and National Directorate of Security NDS in Lashkargah City District the capital of Helmand Province on May 31 reports Pajhwok Afghan News
TRUE,"A civilian driver, who was transporting Security Force (SF) personnel in a truck, was killed following an Improvised Explosive Device (IED)blast at Bokchung village in West Khasi Hills District on March 20, reports The Shillong Times. Police said that the driver of the requisitioned truck identified as Lupen Basumatary from Machpara Dorangre, Goalpara in Assam succumbed to his injuries sustained in the IED blast carried out by suspected Garo National Liberation Army (GNLA) militants. The truck, meanwhile, was partially damaged. However, there were no injuries to Police personnel and a platoon of Central Reserve Police Force (CRPF) with officers who were travelling in a public vehicle."
TRUE,Two security personnel were killed and another one was injured in firing from across the Afghan border in Angor Adda area of South Waziristan Agency in Federally Administered Tribal Areas FATA on October 16 reports Dawn Sources said that unidentified assailants targeted a check post at Angor Adda from the Birmal area in Paktika province of Afghanistan at 9 46am with light and heavy weapons Two security personnel Idrees Khan and Arshad were killed and Naek Saeed was injured The deceased belonged to the 56th Punjab Regiment
TRUE,"Four militants were killedin an encounter with personnel of Counter Terrorism Department (CTD) in the vicinity of Machike Oil Depot of Sheikhupura District in Punjab province on December 7, reports The News. According to details, the CTD team received credible information of 7 8 terrorists are present in the vicinity of Oil Depot and are planning to attack sensitive installations. The team raided their hideout and ordered them to surrender. The terrorists started firing at the team which defended itself. Four militants were killed and three four terrorists fled the scene, taking advantage of darkness. The terrorists killed in the shootout were affiliated to the proscribed organizations, Lashkar e Jhangvi (LeJ) and Tehreek e Taliban Pakistan (TTP). Three kilograms of explosives with detonators, two Kalashnikovs, two pistols, ammunition and two motorcycles were recovered from the site of encounter."
TRUE,The military commander of Neo JMB who gave arms training to the Holey Artisan and Sholakia attackers was killed during a raid in Dhaka city s Mirpur area on September 2 reports The Daily Star Before being shot dead Murad alias Jahangir Alam alias Omar called by militants Major Shaheb attacked the Policemen trying to capture him and injured three of them Police recovered a pistol from the spot
TRUE,"Three Border Security Force (BSF) personnel were killed and seven others critically injured when militants ambushed their convoy near Bijbehara on Srinagar Jammu National Highway in Anantnag District on June 3, reports Daily Excelsior. Militants targeted a bus of the BSF convoy comprising 23 vehicles at around 4 30 p.m in Bijbehara town. The convoy was coming from Jammu to Srinagar and was ferrying personnels who were returning to join their duties after their leave. Militants fired indiscriminately at the BSF bus from Ganai Mohalla in Bijbehara injuring 10 BSF personnel. Three of them later succumbed to their injuries. They have been identified as Head Constable Girish Kumar Shukla, Constable Mahinder Ram and Havaldar Dinesh. The injured include Head Constable Bishember Singh, Inspector Omwar Singh, Sher Singh, Natish Singh, Natish Kumar, Mahinder Dowjee, Skinder Pall, Bhagat Singh and Dhanu Kumar. All the dead and injured belong to 64 battalion of BSF. Sources said that one of the militants appeared in front of the BSF bus and fired indiscriminately forcing the driver to apply brake. The other militants fired at the bus on either side. The militants fled away after carrying out the attack. The Hizb ul Mujahideen (HM) militant outfit claimed the responsibility of the attacks on BSF Convoy. HM operational spokesperson Burhanuddin told a local news agency that several BSF men were killed in the attack carried out by a special squad of the outfit. The outfit has warned more attacks on security forces. This is second major strike in recent days in Kashmir valley. On May 23, militants killed three cops in two separate strikes in Srinagar."
TRUE,"Unidentified militants exploded an improvised explosive device targeting the vehicle of Baizai peace committee in Chanda area of Haleemzai tehsil (revenue unit) in Mohmand Agency. The blast partially damaged the vehicle, but caused no harm to human life. Security forces also defused an IED in Nasapai area of Haleemzai tehsil."
TRUE,"The Counter Terrorism Department (CTD) killed four suspected terrorists in a shootout in Manawan area of Lahore, the capital city Punjab, reports The News on August 28. The suspects opened fire on CTD officials as they raided a hideout. Four suspects were killed and three others managed to flee in the ensuing shootout. Laptops, prohibited literature and large cache of explosives were also recovered during the raid. The dead were identified as Zubair, Abdul Wahab, Adnan and Atiqur Rehman."
TRUE,"Unknown armed militants shot at and injured Crime Investigation Department (CID) Superintendent of Police (SP) Shahnawaz Khan in Satellite Town area of Quetta while he was outside his house for a walk on the morning of May 8 (today), reported Dawn. He died later."
TRUE,Nagaland Post reports that an improvised explosive device (IED) fitted in a cooking gas cylinder exploded at the residence of a businessman in Imphal East District on March 30. According to police report the IED went off at the main entrance of Thokchom Jotin Singh (48) of Kongpal Kongkham Leikai under Porompat Police station of Imphal East District. No casualty was reported in the explosion which Police suspected monetary demand behind the blast.
TRUE,"Three Rangers personnel were injured when unidentified armed assailants hurled hand grenade at their check post near Korangi Crossing in Korangi Town on March 18, reports The News. They were identified as Manzoor, Kalimullah and Abdul Ghafoor. Director General Sindh Rangers Major General Bilal Akbar said that the four suspects involved in the attack have been arrested but their names could not be disclosed. He said Police and Rangers were being targeted in three types of bomb attacks in Karachi by three different groups. Groups from Lyari are involved in the first kind of attacks on Police and Rangers. Bombs made of plastic containers are being used in the second type of attacks, which lead to suspicion that a political party might be involved. While the third type of blasts, he said, are carried out by terrorists."
TRUE,"At least two Policemen, Sabz Ali Khan and Jawad Khan, were killed and another, identified as Saddam Hussain, was injured when unidentified assailants opened fire targeting a Police checkpost on Jahangir Road in Swabi District on August 19, reports Daily Times. The police cordoned off the area and started a search operation to arrest the militants."
TRUE,Militants attacked a Security Forces SF camp at Litter area in Pulwama District on July 1 in which three Central Reserve Police Force CRPF personnel were injured reports Daily Excelsior Sources said two motorcycle borne militants first lobbed a grenade inside joint camp of CRPFs 182 Battalion and Special Operation of Police SOG at Litter and then opened indiscriminate fire The fire was retaliated by SFs However five CRPF personnel sustained splinter injuries and were hospitalised for treatment Superintendent of Police SP Pulwama Rayees Bhat said The militants after exchanging fire briefly with SFs fled from the spot after which massive searches were launched by army SOG and Police at Litter Chakoora Liloora and adjoining areas to arrest the militants
TRUE,"A soldier sustained injuries in a roadside blast in the Ghongat Jowar area of Safi tehsil (revenue unit) in Mohmand Agency of Federally Administered Tribal Areas (FATA) on April 21, reports The News. Sources said that militants had planted an improvised explosive device (IED) on a roadside in the Ghongat Jowar area. The militants triggered the explosion when a patrolling vehicle of Security Forces (SFs) was passing through the area. A soldier Izharullah sustained injuries in the blast."
TRUE,"Suspected Communist Party of India Maoist (CPI Maoist) cadres shot dead the Officer in Charge (OIC) of a Police Station in Gaya District on October 3 (today), reports New Indian Express. Deputy Inspector General (DIG) of Police Saurabh Kumar said three motorcycle borne suspected Maoists fired four bullets at the Officer in Charge of Kotchi Police Station Quuam Ansari killing him on the spot. The OIC was on a morning walk when the assailants attacked him, the DIG said."
TRUE,"Unidentified armed assailants killed three Security Forces (SFs) personnel in two separate incidents of violence in Mastung District of Balochistan on July 2, reports The Dawn. Two Levies personnel were killed when attackers opened fire at them in Al Falah Road area of Mastung city."
TRUE,"In Jhenidah District, Aminur Rahman, helper of a truck was injured when some miscreants hurled petrol bombs on a straw loaded truck on the Jhenidah Alamdanga highway."
TRUE,"Unidentified assailants opened fire at Shia Police officer, Deputy Superintendent of Police (DSP) Syed Zulfiqar Abbas, and his friend, identified as Shahzad, killing them on spot in a targeted sectarian attack at a restaurant near Eidgah Ground in Shah Faisal area of Shah Faisal Town on May 9, reported Dawn."
TRUE,"Maoists on July 16 released an auxiliary constable of Chhattisgarh Police, who was abducted from Sukma District of the state on July 10, reports The Hindu. Madvi Soma, a Special Police Officer (SPO) turned auxiliary constable posted in Polampalli Police Station of Sukma, was abducted by the Maoists on July 10, when he was travelling to Dornapal town in a local transport vehicle for some personal work. The surprising move by the Maoists came a day after they killed four other auxiliary constables in Bijapur district of Bastar, two days after their abduction. The auxiliary constables release came after his wife Suki and other villagers from his village Tumguda, entered forest and appealed the Maoists to release him."
TRUE,"Seven Maoists, allegedly involved in Malewada landmine attack last month in which seven Central Reserve Police Force (CRPF) personnel were killed, were arrested from Dantewada District after an encounter with Security Forces (SFs) on April 12, reports Zee News. The cadres were rounded up from Kankipara forests under Kuakonda police station area after the gun battle between a joint team of security forces and rebels yesterday in which a Maoist was injured, Dantewada SP Kamlochan Kashyap told PTI. On March 30, seven CRPF personnel were killed after Maoists triggered a powerful landmine blast blowing up their vehicle on a main road between Malewada and Mokhpal villages in Kuakonda Police Station area in Dantewada District. Those arrested were identified as Aaytu Podiyami (35), Hunga Kartam (30), Raju Madvi (38), Hunga Podiyami (30), Katti (40), Hunga Sori (35) and Kosa Podiyami (28), all residents of Kankipara village. They revealed that the Malewada attack was planned on the direction of Central Committee and Dandakaranya Special Zonal Committee (DSZC) of CPI Maoist, military command in chief Darbha division Dewa Barse along with some senior leaders, the SP said."
TRUE,A Police trooper was killed and another sustained critical injuries during an encounter with the Communist Party of India Maoist CPI Maoist cadres that took place in the dense forests of Sukma District on April 20 reports NDTV The face off took place in the forests of Marjoom village that falls under Tongpal Police Station limits when a joint squad of Security Forces was carrying out an anti Naxal operation in the bordering region of Sukma Dantewada districts a senior Police official said The dead trooper was identified as Constable Shyamlal Atami and the injured was Constable Rajesh Satam Both belonged to the District Reserve Guard DRG
TRUE,"Suspected Communist Party of India Maoist (CPI Maoist) cadre attacked a site of Dhibra mica mines under Lokaynayanpur Police Station limits of Giridih District on March 13 and killed the manager, identified as Shyam Rout (35), and injured his aide and thrashed all the 10 labourers, reports The Times of India. They torched two vehicles and warned them of more attacks if they do not stop the work. It appears that the Maoists had sought levy from the contractor. An investigation has been launched into the case, Deputy Superintendent of Police (DSP) headquarters Vijay Ashish Kujur said."
TRUE,"According to a report published in naidunia.jagran.com on January 24, a Sarpanch (head of village level local self government institution) candidate who was abducted along with more than a dozen other villagers by Communist Party of India Maoist (CPI Maoist) cadres on January 22 was killed on January 24 in Parcheli village under Katekalyan Police Station area in Dantewada District. The victim was identified as Somadu Markam. The other villagers were released by the Maoists."
TRUE,"In a separate incident, a blast took place inside a polling station in Watergam village of Sopore area in Baramulla District on May 6, reports ANI News. The polling station is housed in a Government school building. No casualties have been reported from the blast site so far."
TRUE,"At least 12 persons, including two Policemen, were killed in separate incidents in Karachi (Karachi District), the provincial capital of Sindh, on February 11, reports Daily Times. Three persons were killed and three others were injured in an armed attack at Haji Allah Buksh Welfare office within the limits of Ahsanabad Police Station."
TRUE,"The Communist Party of India Maoist (CPI Maoist) cadres have killed two persons in separate incidents in Gadchiroli District on March 27, reports The Hindu. The victims were identified as Suryabhan Tembhurne (38), resident of Wako village, and Panchamsingh Koreti (65), resident of Sonpur village."
TRUE,11 civilians of the same family were killed and one child was injured in a roadside explosion and two Afghan Special Forces Soldiers were injured in a follow up explosion in Makrana village of Achin District of Nangarhar Province on October 21 reports Pajhwok Afghan News
TRUE,A bomb exploded near the house belonging to Kailali Constituency No 4 left alliance common candidate Lekhraj Bhatta in Kailali District early on December 5 reports The Himalayan Times An IED placed in a ditch by an unidentified group at the distance of 300 metres from Bhattas house exploded at around 4 00 pm today December 5 according to the Area Police Office Attariya However no human casualty and damages have been reported
TRUE,"The Sangai Express reports that Peoples Liberation Army (PLA) has launched another improvised explosive device (IED) attack on Assam Rifles (AR) personnel at around 6.30 am on October 8 at Khumbong Moidangpok junction near Leirembi Lampak in Imphal West. A Police source said a high intensity explosive was triggered just when a convoy team of 28 AR stationed at 9 Sector Headquarters at New Keithelmanbi crossed the area in the morning. However, no casualty has been reported. The AR convoy team, consisting two Gypsys and a mini truck, was heading towards Imphal."
TRUE,"Two Policemen were injured in an explosion at Khalabat Township Police Station in Haripur District of Khyber Pakhtunkhwa on November 25, reports The Express Tribune. According to the Police, they received a tip off about a suspected car parked outside a seminary, upon which they reached the spot and found a plastic canister fitted with wires. The blast took place as the Bomb Disposal Squad (BDS) was defusing the device. The canister was carrying nearly 25 to 30 kilograms of powdered explosives and it exploded due to mishandling by officials. The injured were identified as Sub Inspector Kala Khan and Constable Basharat."
TRUE,"One Khasdar official was killed in a landmine blast at Karkanai in the Safi tehsil (revenue unit) area of Mohmand Agency in Federally Administered Tribal Areas (FATA) on November 23, reports Daily Times. The sources said that suspected militants had planted an explosive device near a checkpoint in Karkanai.Meanwhile, Security Forces (SFs) recovered a huge cache of mortar shells during a search operation in central parts of Kurram Agency, official sources said on November 23. The SFs launched a search operation in Jamal Mela and Zaya Syeed and recovered mortar shells and other explosive material."
TRUE,"Unidentified armed assailants shot dead a woman while she was on her way home near Hub area of Lasbela District in Balochistan on October 3, reports Daily Times."
TRUE,"A crude bomb suspected to be planted by the Communist Party of India Maoist (CPI Maoist) exploded at a food outlet in Deoghar District on November 20, reports Zee News. The blast occurred at the cash counter of a hotel located near the Jama Masjid area."
TRUE,"unidentified militants hurled a grenade at the building of the District Education Office in Gwadar District on February 21, reports Dawn. However, no casualties were reported."
TRUE,"A Police Constable deployed for the protection of polio eradication teams was killed in a bomb attack near the Muslim Children Academy school area under Daudzai Police Station on the outskirts of Peshawar on October 24,reports The Express Tribune. According to the Station House Officer of the Daudzai Police Station, the Superintendent of Police was near the Muslim Children Academy School inspecting security measures when the bomb went off. Police officials confirmed that the deployment was for the protection of polio workers, whose lives are under consistent threat."
TRUE,"Unidentified militants on January 15 attacked the residence of an Afghan consulate official in cantonment area of Peshawar, the provincial capital of Khyber Pakhtunkhwa, reports Daily Times. Consulate official Humayun Yousafzai is unhurt. Initial investigation revealed a sub machine gun was used to fire at the house and 29 bullet casings have been recovered from the site of the attack. Photos from the crime scene show the boundary wall of the house marred with bullets. A First Information Report (FIR) has been registered against unidentified individuals and an investigation is under way. No one has claimed responsibility for the attack as yet."
TRUE,"Hindustan Times reports that cadres of the Communist Party of India Maoist (CPI Maoist) blew up a bridge at Udanti near Devbhog, about 175 kilometers east of Raipur District, in the evening of July 20 killing eight Congress Party workers. Talking to reporters from Mainpur Police Station, State Congress President Nand Kumar Patel said, We lost eight of our men and at least five were injured. No preventive measures were taken, despite the administration being informed three days ago about the event. However, Additional Director General of Police (anti Maoist operation) Ram Niwas said, All the Congress leaders were unharmed. Four were killed and four persons who sustained serious injuries were rushed to the hospital. Patel and other party leaders were returning from a Kisan Sammelan (Farmers Meeting) held in Durwagudi, a village in Devbhog block (administrative division), on the border with Odisha, when the convoy was attacked by the Maoists."
TRUE,"Two Coast Guard personnel were killed and three others were wounded when their vehicle hit a landmine in Kaldan area of Jewni tehsil (revenue unit) in Gwadar District on January 9, reports Dawn."
TRUE,"Three personnel of the Commando Battalion for Resolute Action (CoBRA) unit of the Central Reserve Police Force (CRPF) were injured in an encounter with the Communist Party of India Maoist (CPI Maoist) cadres in forests of Kodanar under Aranpur Police Station limits in Dantewada District on August 19, reports The Times of India. The encounter took place when the Security Forces were returning after an anti Naxal Left Wing Extremism (LWE) operation in the region early this morning, when a group of armed Maoists opened indiscriminate firing on them leaving three CoBRA personnel injured."
TRUE,"A female anti polio worker who was injured in an attack by armed assailants on May 28 in Badhaber area on the outskirts of Peshawar, the provincial capital of Khyber Pakhtunkhwa lost her battle for life on June 7, reports Daily Times. Sumbal Bibi, who had sustained bullet injuries in an attack by miscreants, succumbed to her wounds. The violent incident had occurred in the restive Kaga Wala area where two lady health workers, busy in door to door vaccination campaigns, came under attack. The other worker, Sharafat Bibi, was killed instaniously, while Sumbal had sustained critical bullets wounds and was shifted to a hospital."
TRUE,"another group of Maoists attacked the camp office of the same company at Kataujha under Runnisaidpur Police Station. The Maoists assaulted the companys driver, Sitaram, and set ablaze a JCB machine. They threatened the proprietor of the firm with dire consequences if he did not fulfil their extortion demand."
TRUE,"Six persons were killed and another 11 injured when a bomb ripped through a passenger vehicle parked at a bus terminal near a market in Matani, about 20 kilometres (12 miles) south of Peshawar, in Khyber Pakhtunkhwa on June 5 (today), reports Dawn. The bomb was planted at the terminal near a market in Matani, Senior Police Officer Kalam Khan said. We have reports that six people were killed and 11 wounded, khan added. Peshawar Police Chief Mohammad Ijaz said a remote controlled device was used in the bombing. The dead included three women and one child, he said, adding that the wounded also included two women."
TRUE,"The Kuki Students Organisation (KSO) Tuilangkol block, Longpi area in Tamenglong District on July 31, rescued five abducted persons, including an Assistant Engineer (AE) and Section Officer (SO), who have been supervising Pradhanmantri Gram Sadak Yojana (PMGSY, Prime Minister s Village Road Construction Scheme) works, from the forest where they were held as captives by armed cadres of United Tribal Liberation Army (UTLA) General Headquarter (GHQ), reports The Sangai Express. Sangboi Doungel, president of KSO Tuilangkol, said a team led by SO Nangong Kamei and AE Maniruddin visited the road construction sites in Tuilangkol area for official purposes on July 30. On the midnight of July 30, around 8 unidentified armed cadres entered the place where the officials took shelter for the night and abducted them. In the morning of July 31, when the villagers came to know of the incident, they reported to the KSO Tuilangkol. During an enquiry of the incident, the student body came to know that the abductors were UTLA GHQ cadres. The body formed a team and rescued the abducted persons in the late evening of July 31. The students body, while condemning the act, has appealed to the UTLA GHQ not to continue such acts in the near future."
